school,raw_F_count,raw_M_count,raw_?_count,cc_F_count,cc_M_count,ratio_F,cc_average_degree_F,cc_average_degree_M,cc_max_deg_F,cc_max_deg_M,cc_homophily_F,cc_homophily_M,cc_homophily_p_value_glm_F,cc_homophily_p_value_glm_M,cc_homophily_p_value_dispmod_glm_F,cc_homophily_p_value_dispmod_glm_M,b0_glm_F,b0_dispmod_glm_F,b0_glm_M,b0_dispmod_glm_M,cc_monophily_F,cc_monophily_M,chi_square_p_value_F,chi_square_p_value_M
comm19,239,255,1,223,226,0.49665924276169265,5.6816143497757849,5.3628318584070795,10,10,0.61878453038674031,0.52145214521452143,0.61878453038674042,0.61878453038674042,0.52145214521151562,0.52145214521151562,0.0,0.0,0.9863394834855115,0.8241226703837603
comm2,44,65,0,40,56,0.41666666666666669,4.3250000000000002,4.5,10,10,0.65317919075144515,0.57539682539682546,0.65317919075144493,0.65317919075144493,0.57539682539682546,0.58112531246519117,0.0,0.04228874428203501,0.6359682506653896,0.25915107939327153
comm20,464,454,5,440,411,0.51703877790834307,5.9931818181818182,5.7323600973236006,10,10,0.62646947288585508,0.56112054329371819,0.62646947288585475,0.62646947288585475,0.56112054329371808,0.56112054329371808,0.0,0.0,0.9792144796689234,0.9298209779260637
comm21,201,177,2,190,155,0.55072463768115942,5.4105263157894736,5.6387096774193548,10,10,0.64494163424124518,0.57665903890160186,0.64494163424124473,0.64494163424124473,0.57665903890160186,0.57703212211237898,0.0,0.0017289388209481575,0.5307119111271046,0.46473972770813177
comm22,290,330,6,264,275,0.48979591836734693,5.1515151515151514,5.2763636363636364,10,10,0.63455882352941184,0.61612680909717432,0.63455882352941129,0.63455882352941129,0.61612680909717421,0.62221417112940869,0.0,0.021878134880286018,0.7251227052426734,0.18353998089192625
comm23,309,369,1,291,324,0.47317073170731705,6.0549828178694156,5.5802469135802468,10,10,0.59250851305334851,0.54314159292035402,0.59250851305334828,0.59250851305334828,0.54314159289576891,0.54314159289576891,0.0,0.0,0.9906409680234992,0.8255001608509407
comm24,450,423,3,408,345,0.54183266932270913,4.3725490196078427,4.6434782608695651,10,10,0.62556053811659196,0.54244694132334581,0.62556053811659196,0.62556053811659196,0.5424469412727686,0.54366062492674672,0.0,0.006674353645409003,0.6144881777829937,0.39469079720823863
comm25,418,408,2,337,296,0.53238546603475512,4.1632047477744809,4.2331081081081079,10,10,0.60441910192444759,0.54110135674381488,0.60441910192444792,0.60441910192444792,0.54110135672888771,0.54110135672888771,0.0,0.0,0.9759138060472946,0.8936298861926155
comm26,299,260,4,256,216,0.5423728813559322,4.67578125,5.0231481481481479,10,10,0.64243943191311614,0.56036866359447013,0.64243943191311603,0.64243943191311603,0.56036866359447002,0.56230983672280199,0.0,0.011430862093718434,0.6802085302189319,0.34242415336811494
comm27,2,1225,2,,,,,,10,10,,,,,,,,,,
comm28,579,580,9,519,480,0.51951951951951947,5.1406551059730248,5.1083333333333334,10,10,0.64767616191904054,0.55097879282218598,0.64767616191903987,0.64767616191903987,0.55097879282218609,0.55603557723424124,0.0,0.03420934411186167,0.5874139537173075,0.05332366880439865
comm29,296,282,0,278,243,0.53358925143953939,5.7338129496402876,5.761316872427984,10,10,0.62735257214554574,0.57571428571428562,0.62735257214554574,0.62735257214554574,0.57571428571428551,0.57652674039300522,0.0,0.00384409119350802,0.765193676281077,0.42770395193829924
comm3,16,16,0,13,15,0.4642857142857143,3.5384615384615383,4.5333333333333332,8,8,0.43478260869565222,0.64705882352941169,0.43478260872177582,0.48141337204886198,0.64705882352941169,0.64705882352941169,0.1314297479531218,0.0,0.26212185998489734,0.8598194106676056
comm30,360,381,5,326,296,0.52411575562700963,5.0705521472392636,4.7398648648648649,10,10,0.6231094978826377,0.56307911617961515,0.6231094978826377,0.6231094978826377,0.56307911617961504,0.56980503954564432,0.0,0.046727941953882766,0.998602487778564,0.0563115655024371
comm31,361,533,6,214,256,0.4553191489361702,3.4626168224299065,2.8671875,9,9,0.7031039136302295,0.66485013623978206,0.70310391363022851,0.70310391363022851,0.66485013623978195,0.68784426751643679,0.0,0.10674586972491457,0.6223863361255679,0.0221916367158016
comm32,444,429,4,395,363,0.52110817941952503,5.2025316455696204,4.8264462809917354,10,10,0.62968369829683701,0.55707762557077634,0.6296836982968369,0.6296836982968369,0.55707762557077622,0.55707762557077622,0.0,0.0,0.9230647384338738,0.5092477893403566
comm33,1127,1109,14,808,581,0.58171346292296622,3.266089108910891,3.1583476764199654,9,9,0.66199317923455847,0.53405994550408731,0.66199317923455792,0.66199317923455792,0.5340599455040782,0.53786273637372861,0.0,0.0490196212256201,0.9763162681028212,0.07692845697287765
comm34,896,777,8,763,572,0.57153558052434461,4.5281782437745743,4.4318181818181817,10,10,0.62257597684515187,0.48875739644970417,0.62257597684515165,0.62257597684515165,0.48875739644972649,0.48875739644972649,0.0,0.0,0.9962524463483675,0.8346485038930753
comm35,476,395,2,422,299,0.58529819694868235,4.4360189573459712,4.6655518394648832,10,10,0.6907051282051283,0.53046594982078854,0.69070512820512442,0.69070512820512442,0.5304659498074471,0.53165855009062868,0.0,0.0104237210759741,0.9218743107992251,0.3517203108124791
comm36,1091,1085,33,959,836,0.53426183844011144,4.8925964546402501,4.6614832535885169,10,10,0.62489343563512356,0.52219656145753135,0.62489343563512278,0.62489343563512278,0.5221965614571461,0.5221965614571461,0.0,0.0,0.9996891810013069,0.9739363619585908
comm37,274,153,0,198,100,0.66442953020134232,2.4797979797979797,2.6800000000000002,7,8,0.6985743380855397,0.41791044776119407,0.69857433808
